"TypeID","StationID","Type","High","Low","Average"
654,60005686,"Sell",3350000,2887000,3079580.64516129
654,60006499,"Sell",4425000,4425000,4425000
654,60006526,"Sell",3800000,3800000,3800000
654,60008494,"Buy",1889000,0.02,53.84306138979
654,60008494,"Sell",2859000,2589000,2750253.84615385
654,60011866,"Buy",2000000,900000,1333700
654,60011866,"Sell",3400000,2986000,3074790.24390244
654,60015131,"Sell",2800000,2800000,2800000
656,60001096,"Buy",265900,265900,265900
656,60001096,"Sell",3500000,2700000,3358823.52941176
656,60003760,"Buy",2268000,0.02,139.300666855321
656,60003760,"Sell",27760000,2723000,2975101.61443495
656,60004588,"Buy",0.02,0.02,0.02
656,60004588,"Sell",3850000,3778000,3817630.05780347
656,60005686,"Buy",1425000,2000,772021.621621622
656,60005686,"Sell",3685000,1900000,3034515.15151515
656,60006526,"Sell",4000000,4000000,4000000
656,60008494,"Buy",2250000,0.02,230.173779146502
656,60008494,"Sell",6046000,2949000,2997034.31372549
656,60011866,"Buy",1820000,1204000,1435750
656,60011866,"Sell",3749000,2699000,2998970.44334975
1227,60001096,"Buy",15.02,15.02,15.02
1227,60003760,"Buy",137.9,12.41,132.43597725548
1227,60003760,"Sell",599.9,164.4,189.216680902311
1227,60004588,"Buy",88.31,18,78.8448893093534
1227,60004588,"Sell",190,180,189.98055062636
1227,60005686,"Buy",99,12.22,21.4187247688641
1227,60005686,"Sell",500,101.1,300.274584179711
1227,60006499,"Buy",0.01,0.01,0.01
1227,60006526,"Sell",409,409,409
1227,60008494,"Buy",76.64,12.51,33.1748344267184
1227,60008494,"Sell",240,129,177.280550435917
1227,60011866,"Buy",115,96,113.755491992614
1227,60011866,"Sell",321,150,255.776352345316
1227,1032717532381,"Buy",15,15,15
1228,60001096,"Buy",8.12,8.12,8.12
1228,60003760,"Buy",18.03,1,14.8218938929731
1228,60003760,"Sell",1658,19.89,152.637684715561
1228,60004588,"Buy",15.75,0.5,14.4423948063563
1228,60004588,"Sell",30,24.54,28.7952894560455
1228,60005686,"Buy",14.75,1,13.8392749591888
1228,60005686,"Sell",37.94,18,29.3083740162268
1228,60006499,"Buy",0.07,0.06,0.060909065702296
1228,60008494,"Buy",15.26,1,13.1999853029112
1228,60008494,"Sell",19.49,15.28,18.9666690441992
