"TypeID","StationID","Type","High","Low","Average"
1228,60011866,"Buy",18,0.11,1.92826316088506
1228,60011866,"Sell",180,18.01,53.1558719249417
1228,1032717532381,"Buy",5,5,5
1228,1033050967689,"Buy",0.91,0.91,0.91
1230,60001096,"Buy",5.01,5.01,5.01
1230,60003760,"Buy",9.85,7.01,8.2689504244218
1230,60003760,"Sell",80980,11.15,11.820479369602
1230,60004588,"Buy",8.05,5.08,5.32120638716241
1230,60004588,"Sell",15,13.5,14.9647137594854
1230,60005686,"Buy",5.23,1,3.61830926021109
1230,60005686,"Sell",19.97,11.85,12.6781566746479
1230,60006499,"Buy",0.03,0.02,0.0209090919008275
1230,60008494,"Buy",9.65,2.03,9.1233565347939
1230,60008494,"Sell",11.97,10.95,11.4289214669062
1230,60011866,"Buy",9.7,5.69,8.85072004310389
1230,60011866,"Sell",24,11.49,16.3521858480088
1230,1033050967689,"Buy",0.02,0.02,0.02
1403,60001096,"Buy",1999,1999,1999
1403,60003760,"Buy",9802,2302,5309.59821332472
1403,60003760,"Sell",999900,14240,22080.5255800951
1403,60004588,"Sell",28860,20700,25350.1769911504
1403,60005686,"Buy",5001,2252,4963.92476178691
1403,60005686,"Sell",189900000,34910,226476.935886761
1403,60006526,"Sell",65000,64690,64958.1081081081
1403,60008494,"Buy",3914,2500,3900.66241285596
1403,60008494,"Sell",18060,11770,15599.9754477181
1403,60011866,"Buy",8076,8000,8074.63079972021
1403,60011866,"Sell",189900000,34270,136751.157399338
1403,1033050967689,"Buy",837.2,837.2,837.2
1403,1033196707294,"Buy",519.8,519.8,519.8
1405,60001096,"Buy",115100,115000,115034.210526316
1405,60001096,"Sell",506900,499300,501621.83908046
1405,60003760,"Buy",336300,1,294581.395698925
1405,60003760,"Sell",5001000,367400,506098.23767086
1405,60004588,"Buy",210700,77000,166623.796033994
1405,60004588,"Sell",1101000,405300,413293.239152371
1405,60005686,"Buy",300700,300700,300700
1405,60005686,"Sell",473900,397600,399419.03030303
1405,60008494,"Buy",347900,281000,311810.366919045
1405,60008494,"Sell",3761000,415900,418986.166007905
1405,60011866,"Buy",353600,239300,347507.988980716
1405,60011866,"Sell",650000,405400,463642.45923913
1405,60015131,"Buy",65830,65830,65830
1405,1033050967689,"Buy",23030,23030,23030
1808,60003760,"Buy",33020,19770,26128.4173003802
1808,60003760,"Sell",150000,56850,93382.2233730364
1808,60004588,"Buy",11,10,10.6981707317073
1808,60004588,"Sell",79890,63900,74409.3069306931
1808,60005686,"Buy",30000,25000,27679.5580110497
1808,60005686,"Sell",74890,71950,73919.8352713178
1808,60006526,"Sell",225000,225000,225000
1808,60008494,"Buy",15220,1,11086.5269186712
1808,60008494,"Sell",87980,71800,73802.5400139179
1808,60011866,"Buy",10050,10030,10040.6472491909
1808,60011866,"Sell",90000,50300,54334.0882694541
1808,1033050967689,"Buy",7240,7240,7240
1808,1033196707294,"Buy",2778,2778,2778
1986,60003760,"Buy",28120,5040,26121.4923238295
1986,60003760,"Sell",79680,30380,53448.4966369751
1986,60004588,"Sell",90000,39900,77854.5454545455
1986,60005686,"Sell",47480,34350,35562.0182440137
1986,60008494,"Buy",3111,2223,3021.10630942092
1986,60008494,"Sell",43500,41300,41379.2484848485
1986,60011866,"Buy",765.8,765.7,765.70373608903
1986,60011866,"Sell",39880,38990,39075.5179090029
2018,60003760,"Buy",11740,2505,7857.26472727273
2018,60003760,"Sell",156800,94700,106251.881248725
2018,60004588,"Buy",21000,21000,21000
2018,60004588,"Sell",62880,58250,58357.7669902913
2018,60005686,"Buy",1026,1026,1026
2018,60005686,"Sell",174300,161200,163486.972477064
2018,60008494,"Buy",4692,4500,4629.30114566285
2018,60008494,"Sell",75000,60980,63013.5526315789
2018,60011866,"Buy",1180,1014,1026.10319101124
2018,60011866,"Sell",194900,139400,143851.637931034
2046,60003760,"Buy",6667,6621,6654.58522727273
2046,60003760,"Sell",27820,7750,10616.229334297
2046,60004588,"Buy",1653,1240,1639.13098115031
2046,60004588,"Sell",332400000,9800,753275.78125
2046,60005686,"Buy",3004,0.01,3000.59193615023
2046,60005686,"Sell",9358,7298,7488.75183823529
2046,60006526,"Sell",30000,30000,30000
2046,60008494,"Buy",5008,500,4358.24488258194
2046,60008494,"Sell",47910,14990,18379.1061452514
2046,60011866,"Buy",6553,700,5400.41012457979
2046,60011866,"Sell",889900000,6900,253053.95318844
2048,60001096,"Sell",499000000,495000,19668269.2307692
2048,60003760,"Buy",342800,39420,264289.595452142
2048,60003760,"Sell",599900,379900,409011.496069374
2048,60004588,"Buy",288100,120000,165838.609467456
2048,60004588,"Sell",501200000,412300,1672934.62742642
2048,60005686,"Buy",294100,276600,292606.145251397
2048,60005686,"Sell",500000,401800,415132.051282051
2048,60006499,"Sell",492400,492400,492400
2048,60006526,"Buy",1001,1001,1001
2048,60006526,"Sell",505300000,449000,11927765.9090909
2048,60008494,"Buy",340600,5100,264700.42861596
2048,60008494,"Sell",594400,391300,459782.730480812
2048,60011866,"Buy",307000,256300,301004.713444028
2048,60011866,"Sell",490500,395000,404391.559055118
2048,60015131,"Sell",441900,441900,441900
2454,60003760,"Buy",4138,1.02,3651.39585880602
2454,60003760,"Sell",5500000,4783,9954.93715813238
2454,60004588,"Buy",2263,2200,2251.26745913819
2454,60004588,"Sell",8900,5999,6584.70632880402
2454,60005686,"Buy",2591,1452,2563.23617113851
2454,60005686,"Sell",189900000,4499,92914.5444156772
2454,60006499,"Sell",7000,7000,7000
2454,60008494,"Buy",3101,600,2638.39194336156
2454,60008494,"Sell",6727,4500,5903.51711376462
2454,60011866,"Buy",2620,1500,2352.17074915925
2454,60011866,"Sell",9977,4099,7302.6419859223
2486,60003760,"Buy",7955,7274,7851.13057147054
2486,60003760,"Sell",50050,8888,21649.5470730071
2486,60004588,"Buy",5044,3000,4025.21846619576
2486,60004588,"Sell",11000000,6750,17013.2045402822
2486,60005686,"Buy",5086,2500,2513.40360766629
2486,60005686,"Sell",40000,6089,10287.3036122542
2486,60006499,"Buy",1500,1500,1500
2486,60008494,"Buy",3691,700,3495.82657693746
2486,60008494,"Sell",189900000,7596,118977.867648765
2486,60011866,"Buy",3633,0.01,8.3903527040578
2486,60011866,"Sell",59880,8999,10049.6926657158
2486,60015131,"Sell",16140,12000,12564.5454545455
2537,60003760,"Buy",3234,3000,3106.05134596211
2537,60003760,"Sell",97380,58970,68226.51434644
2537,60004588,"Sell",80130,66800,69046.8518518519
2537,60005686,"Sell",244400,75000,154439.902080783
2537,60006526,"Sell",120000,120000,120000
2537,60008494,"Buy",20180,20120,20143.3501259446
2537,60008494,"Sell",68710,60960,63838.7268518519
2537,60011866,"Buy",8261,8261,8261
2537,60011866,"Sell",49000,40000,44402.7532467532
3074,60001096,"Buy",305000,305000,305000
3074,60001096,"Sell",750000,750000,750000
3074,60003760,"Buy",480400,55000,464656.087824351
3074,60003760,"Sell",999000,564100,613469.447348247
3074,60004588,"Buy",164000,75870,143239.631336406
3074,60004588,"Sell",875000,874900,874977.777777778
3074,60005686,"Buy",150000,150000,150000
3074,60005686,"Sell",1193000,783800,1053565.24822695
3074,60006526,"Sell",999000,999000,999000
3074,60008494,"Buy",538500,150400,483873.535353535
3074,60008494,"Sell",7830000,735900,786036.788617886
3074,60011866,"Buy",355700,276600,316058.737864078
3074,60011866,"Sell",988900,647900,688734.877384196
3074,60015131,"Buy",199500,195900,197100
3146,60001096,"Buy",600400,600400,600400
3146,60001096,"Sell",2050000,2050000,2050000
3146,60003760,"Buy",1834000,768.1,1239170.76624098
3146,60003760,"Sell",153900000,2015000,3078640.08363202
3146,60004588,"Buy",567200,250000,536527.102803738
3146,60004588,"Sell",4969000,2750000,3556909.09090909
3146,60005686,"Buy",601600,44.75,275134.105319149
3146,60005686,"Sell",2725000,2439000,2631729.50819672
3146,60006499,"Buy",601700,601700,601700
3146,60008494,"Buy",1886000,280000,997157.835820896
3146,60008494,"Sell",2396000,2190000,2281685.24590164
3146,60008692,"Buy",501300,501300,501300
3146,60011866,"Buy",1941000,235.6,804799.037188873
3146,60011866,"Sell",4000000,3473000,3503444.44444444
3146,60015131,"Buy",1221000,0.01,666000.004545455
3528,60003760,"Buy",63090,5026,14839.3125
3528,60003760,"Sell",189900000,99740,289133.752508361
3528,60004588,"Buy",10200,10200,10200
3528,60004588,"Sell",133500,113000,117396.907216495
3528,60005686,"Buy",17810,17800,17809.1849529781
3528,60005686,"Sell",99000,96900,97946.7741935484
3528,60006526,"Sell",227100,227100,227100
3528,60008494,"Buy",49990,1.01,27141.5442030744
3528,60008494,"Sell",149300,86350,119200.238957277
3528,60011866,"Buy",22010,10550,14441.6184971098
3528,60011866,"Sell",189900000,99490,785361.455782313
3685,60003760,"Buy",559.4,0.01,357.948466586486
3685,60003760,"Sell",595.1,584,584.893606793235
3685,60004588,"Buy",300,300,300
3685,60005686,"Buy",0.01,0.01,0.01
3685,60005686,"Sell",1585,596.1,1078.49024390244
3685,60008494,"Buy",598,100,551.790479725341
3685,60008494,"Sell",1188,750,1186.37040766272
3685,60011866,"Buy",400,2,11.8349776541024
3685,60011866,"Sell",12990,12990,12990
3689,60001096,"Buy",100,100,100
3689,60003760,"Buy",10700,4024,9861.01502260494
3689,60003760,"Sell",10520000,11740,435546.920555427
3689,60004588,"Buy",8801,11.4,5544.89607086788
3689,60004588,"Sell",19790,10440,11700.8105769596
3689,60005686,"Buy",9303,7777,8920.85319088609
3689,60005686,"Sell",10990000,10100,477498.778489498
3689,60008494,"Buy",8884,0.1,7325.0192379848
3689,60008494,"Sell",11110,9500,10345.4489423437
3689,60011866,"Buy",9500,778,6628.61034695773
3689,60011866,"Sell",20990,10480,11961.357065148
3689,60015131,"Buy",101.6,101.6,101.6
3689,1033196707294,"Buy",10.51,10.51,10.51
3828,60001096,"Buy",12.01,12.01,12.01
3828,60003760,"Buy",9412,3027,9136.79521102662
3828,60003760,"Sell",19470,9998,11602.4125930238
3828,60004588,"Buy",8100,3000,4601.72762762763
3828,60004588,"Sell",11400,8101,11127.4914348175
3828,60005686,"Buy",8196,7300,7847.80478457021
3828,60005686,"Sell",13540,8900,11566.8313035993
3828,60006526,"Buy",302,302,302
3828,60008494,"Buy",7975,1000,7199.65276338361
3828,60008494,"Sell",10900,9040,9444.03175712459
3828,60011866,"Buy",8202,11.56,6220.51734781206
3828,60011866,"Sell",15000,8985,9356.67178881576
3828,1033196707294,"Buy",9.51,9.51,9.51
3829,60003760,"Buy",14520,7777,13719.2146895641
3829,60003760,"Sell",2900000,34440,44364.13337484
3829,60004588,"Buy",9799,8784,9739.87378640777
3829,60004588,"Sell",999900,38900,137215.328638498
3829,60005686,"Buy",3102,2800,3051.76675749319
3829,60005686,"Sell",35480000,42000,55378.0027780534
3829,60008494,"Buy",25290,3778,24039.0692717584
3829,60008494,"Sell",189900000,41300,183337.513257362
3829,60011866,"Buy",24000,23110,23474.3624161074
3829,60011866,"Sell",168200,36000,46484.0445026178
3829,1033050967689,"Buy",300,300,300
3887,60001096,"Buy",11080,11080,11080
3887,60003760,"Buy",24100,7847,22541.2682145717
3887,60003760,"Sell",184900,27000,64925.991438618
3887,60004588,"Sell",189900000,49800,2263967.66025641
3887,60005686,"Buy",11350,11000,11320.6490522688
3887,60005686,"Sell",26990,26800,26949.0180360721
3887,60008494,"Buy",5009,3154,4605.16131422925
3887,60008494,"Sell",99980,39990,53474.2705971277
3887,60011866,"Buy",8100,8082,8092.85232067511
3887,60011866,"Sell",45000,29990,38724.3540125213
4254,60001096,"Sell",1145000,1145000,1145000
4254,60003760,"Buy",800000,1,5237.52228163993
4254,60003760,"Sell",9383000,911400,1027362.42360379
4254,60004588,"Buy",400100,284500,304594.736842105
4254,60004588,"Sell",1160000,999600,1048445.19774011
4254,60005686,"Sell",1200000,999500,1010598.71794872
4254,60008494,"Buy",692000,110700,586348.692810458
4254,60008494,"Sell",1498000,978900,1232226.36363636
4254,60008692,"Buy",302400,302400,302400
4254,60011866,"Buy",203500,203500,203500
4254,60011866,"Sell",1476000,939300,1075648.77250409
4254,60015131,"Buy",63100,62660,62827.0886075949
4308,60001096,"Buy",30020000,30010000,30013333.3333333
4308,60003760,"Buy",68480000,0.02,5568.41247462779
4308,60003760,"Sell",89000000,73650000,79127380.952381
4308,60004588,"Buy",40100000,0.02,778.499759006266
4308,60004588,"Sell",90000000,90000000,90000000
4308,60005686,"Buy",45630000,34010000,40645714.2857143
4308,60005686,"Sell",144200000,82740000,94388181.8181818
4308,60008494,"Buy",63890000,0.02,1043.56912861743
4308,60008494,"Sell",107300000,95000000,103883333.333333
4308,60011866,"Buy",48600000,40070000,47727272.7272727
4308,60011866,"Sell",77990000,73980000,76079655.1724138
4308,60015131,"Buy",556600,556300,556506.896551724
4308,1033196707294,"Buy",9005000,9005000,9005000
4395,60001096,"Sell",466300,466300,466300
4395,60003760,"Buy",223900,175500,221446.714905933
4395,60003760,"Sell",6000000,399600,602209.622641509
4395,60004588,"Sell",427700,408000,410048.29821718
4395,60005686,"Sell",521100,395000,429119.749216301
4395,60008494,"Buy",231600,216300,226914.788732394
4395,60008494,"Sell",11850000,328500,567048.869088417
4395,60011866,"Buy",1319,1318,1318.1452991453
4395,60011866,"Sell",11990000,392600,614092.625109745
5973,60001096,"Sell",622800,622800,622800
5973,60003760,"Buy",307700,110000,266515.8469209
5973,60003760,"Sell",391000000,395800,611027.3984375
5973,60004588,"Buy",280100,11190,59185.7142857143
5973,60004588,"Sell",600000,477400,504297.196261682
5973,60005686,"Buy",293000,56270,187700.668380463
5973,60005686,"Sell",529600,478400,507173.684210526
5973,60008494,"Buy",445000,97770,263990.953678474
5973,60008494,"Sell",750000,460000,578026.195652174
5973,60011866,"Buy",279000,67250,273024.536178108
5973,60011866,"Sell",539700,538000,538328.883495146
5973,1033050967689,"Buy",7143,7143,7143
9832,60001096,"Buy",824,824,824
9832,60003760,"Buy",9978,1,8024.39701497425
9832,60003760,"Sell",102200,10360,11375.2901757162
9832,60004588,"Buy",10000,10.25,3891.96962150571
9832,60004588,"Sell",14000,11200,11398.4099752388
9832,60005686,"Buy",9750,8800,9117.02514920953
9832,60005686,"Sell",11910,9753,11806.902649011
9832,60006526,"Buy",1000,1000,1000
9832,60008494,"Buy",8829,1000,7272.57524593085
9832,60008494,"Sell",11400,9200,10031.2452628279
9832,60011866,"Buy",9197,10.55,6823.84280289214
9832,60011866,"Sell",10490,10410,10484.5533180159
9832,60015131,"Buy",101,101,101
9832,1033196707294,"Buy",10.51,10.51,10.51
9834,60001096,"Buy",10,10,10
9834,60003760,"Buy",76010,32450,75235.5149917628
9834,60003760,"Sell",185000,79660,89733.10935257
9834,60004588,"Buy",75950,68100,73681.9004230394
9834,60004588,"Sell",95000,88000,88866.0353725137
9834,60005686,"Buy",75800,73000,73621.2950084995
9834,60005686,"Sell",97980,81490,82826.3799060254
9834,60008494,"Buy",75180,88.79,54976.1995409334
9834,60008494,"Sell",108800,78500,83650.2542372881
9834,60011866,"Buy",78640,56040,59084.4727653631
9834,60011866,"Sell",101000,80490,87360.2816915904
9834,1033196707294,"Buy",86.71,86.71,86.71
9838,60001096,"Buy",101.5,101.4,101.418097008813
9838,60003760,"Buy",10690,0.03,5042.47338984184
9838,60003760,"Sell",14360,11710,12886.4821160745
9838,60004588,"Buy",7240,10.55,1246.10181070505
9838,60004588,"Sell",11970,10650,10811.4584296884
9838,60005686,"Buy",8705,9.11,2663.66096915435
9838,60005686,"Sell",11860,10500,11651.6958551008
9838,60008494,"Buy",8619,1005,7699.28500813645
9838,60008494,"Sell",12500,11940,12191.3605709448
9838,60011866,"Buy",8826,1.05,5374.52719727562
9838,60011866,"Sell",12880,9999,11037.9373962663
9838,1033196707294,"Buy",10.51,10.51,10.51
9842,60001096,"Buy",3004,3004,3004
9842,60003760,"Buy",15260,0.01,12319.6853478476
9842,60003760,"Sell",20000,16600,17686.980278457
9842,60004588,"Buy",15000,6720,11103.064717477
9842,60004588,"Sell",16900,15010,16423.8567493113
9842,60005686,"Buy",12480,1113,1905.55097496912
9842,60005686,"Sell",20390,16000,17135.6923951808
9842,60006499,"Buy",11500,11500,11500
9842,60008494,"Buy",11280,15.88,2645.92733519536
9842,60008494,"Sell",17490,14000,15489.1011923474
9842,60011866,"Buy",13600,6688,11699.0893615948
9842,60011866,"Sell",17890,15920,16344.6775580396
9842,1033196707294,"Buy",250.1,250,250.089893164987
9848,60001096,"Buy",13110,13110,13110
9848,60003760,"Buy",81250,0.01,2314.63549014327
9848,60003760,"Sell",145000,84250,90247.0039351773
9848,60004588,"Buy",73000,84,1119.73129535031
9848,60004588,"Sell",100000,86500,93824.4624676445
9848,60005686,"Buy",81400,12420,75800.2596278667
9848,60005686,"Sell",99490,85000,91831.335468158
9848,60008494,"Buy",76410,12000,67835.8650725875
9848,60008494,"Sell",99250,79500,93767.4132472776
9848,60011866,"Buy",78050,66700,74934.3900318748
9848,60011866,"Sell",94240,84940,88472.3478295452
9848,60015131,"Buy",1010,1010,1010
9848,1033050967689,"Buy",50100,37020,38608.6267392619
9848,1033196707294,"Buy",90.58,90.58,90.58
10246,60003760,"Buy",11820,7800,9333.34756060328
10246,60003760,"Sell",20000,19970,19990.9044193217
10246,60004588,"Sell",189900000,13380,115124.056333975
10246,60005686,"Buy",3844,3780,3836.02420051858
10246,60005686,"Sell",189900000,23750,70327.6383134292
10246,60008494,"Buy",8527,100,4346.86088179262
10246,60008494,"Sell",96950,11650,18833.8235294118
10246,60011866,"Buy",9567,1,8779.43243243243
10246,60011866,"Sell",200000,12900,15630.7807629509
10250,60003760,"Buy",690000,14250,638966.614296936
10250,60003760,"Sell",938800,838900,842945.806794055
10250,60004588,"Buy",431300,422400,427987.85046729
10250,60004588,"Sell",1525000,1390000,1417924.7311828
10250,60005686,"Buy",341100,324000,325586.956521739
10250,60005686,"Sell",999900,999800,999895.670995671
10250,60008494,"Buy",601300,151000,521339.240506329
10250,60008494,"Sell",877800,702900,711225.529661017
10250,60011866,"Buy",585400,230800,508345.714285714
10250,60011866,"Sell",999900,777000,843098.797699948
10250,60015131,"Buy",104700,104700,104700
10678,60003760,"Buy",11740,9777,10846.5040234089
10678,60003760,"Sell",67980,23490,25863.2141464049
10678,60004588,"Buy",1800,1800,1800
10678,60004588,"Sell",66670,60000,65693.9024390244
10678,60005686,"Buy",10,10,10
10678,60005686,"Sell",40000,40000,40000
10678,60008494,"Buy",3001,1500,2810.93065046824
10678,60008494,"Sell",82600,33990,48707.9166666667
10678,60011866,"Buy",10240,10170,10190.382585752
10678,60011866,"Sell",29780,29780,29780
10680,60003760,"Buy",306700,201000,211742.751388032
10680,60003760,"Sell",949600,433200,500987.987012987
10680,60004588,"Buy",255600,250000,255028.571428571
10680,60004588,"Sell",990600,700500,988374.79338843
10680,60005686,"Buy",350600,350000,350189.473684211
10680,60005686,"Sell",999900,493900,839829.166666667
10680,60008494,"Buy",418800,369800,407512.048192771
10680,60008494,"Sell",744100,633200,699907.653061224
10680,60011866,"Buy",372200,75290,331554.054054054
10680,60011866,"Sell",792000,547500,662769.630642955
10680,60015131,"Buy",154700,153400,154043.298969072
11267,60003760,"Buy",79670,22000,57960.5148005148
11267,60003760,"Sell",291700,268500,271295.194174757
11267,60004588,"Sell",500000,340000,374719.823788546
11267,60005686,"Buy",100000,100.2,4557.41707080504
11267,60008494,"Buy",187000,2512,14695.1698113208
11267,60008494,"Sell",436500,223400,257374.712041885
11267,60011866,"Buy",79570,41020,47239.387755102
11267,60011866,"Sell",189900000,490600,2072475.19685039
11399,60001096,"Buy",26000,100.3,7709.68503954916
11399,60003760,"Buy",20060,1.11,1002.95503278362
11399,60003760,"Sell",75000,21820,29549.847587759
11399,60004588,"Buy",24500,0.07,0.475783930917968
11399,60004588,"Sell",29980,29880,29960.2726490636
11399,60005686,"Buy",21010,17380,20089.4561411285
11399,60005686,"Sell",29990,23910,26149.889555944
11399,60006499,"Buy",0.01,0.01,0.01
11399,60006526,"Buy",11520,11520,11520
11399,60006526,"Sell",26000,26000,26000
11399,60008494,"Buy",20310,0.03,31.8964657602355
11399,60008494,"Sell",2100000,22830,28496.7002440207
11399,60011866,"Buy",21590,0.06,15.5596958735885
11399,60011866,"Sell",29990,22010,28907.2236744493
11475,60003760,"Buy",628.4,558.1,608.926099251892
11475,60003760,"Sell",850,734,804.067566604081
11475,60004588,"Sell",808.3,808.3,808.3
11475,60005686,"Buy",0.01,0.01,0.01
11475,60005686,"Sell",1245,899.5,986.601946741694
11475,60006526,"Sell",1000,1000,1000
11475,60008494,"Buy",224.5,120.1,224.289663014415
11475,60008494,"Sell",9600,224.6,2383.19256901216
11475,60011866,"Buy",500.8,400,492.720633878705
11475,60011866,"Sell",1049,1016,1029.73561029547
11478,60003760,"Buy",621,429.7,592.208038223632
11478,60003760,"Sell",5456,900,1106.03741224958
11478,60004588,"Sell",886,883.4,885.293947932146
11478,60005686,"Buy",0.01,0.01,0.01
11478,60005686,"Sell",700000,879.9,7432.97046559461
11478,60008494,"Buy",226.5,106,187.84692577071
11478,60008494,"Sell",900,869.8,882.495082297824
11478,60011866,"Buy",371.4,371.3,371.397234093361
11478,60011866,"Sell",888,848.8,884.011813219078
11481,60003760,"Buy",601.4,476,544.538076006437
11481,60003760,"Sell",6550,678,989.02548146126
11481,60004588,"Buy",620.3,620.3,620.3
11481,60004588,"Sell",885.1,885.1,885.1
11481,60005686,"Buy",1.01,1,1.00523264120852
11481,60005686,"Sell",1394,600,1007.97343527277
11481,60006526,"Sell",1000,1000,1000
11481,60008494,"Buy",367.8,210,341.196937622465
11481,60008494,"Sell",1101,367.9,686.440533277962
11481,60011866,"Buy",453.6,1.04,421.184046726637
11481,60011866,"Sell",740,629.9,709.511583541489
11482,60003760,"Buy",524.2,300.8,515.325538670338
11482,60003760,"Sell",300000,616.6,730.546103077275
11482,60004588,"Sell",998,650,987.991296970761
11482,60005686,"Buy",0.01,0.01,0.01
11482,60005686,"Sell",1248,1247,1247.99979989995
11482,60006526,"Sell",1000,1000,1000
11482,60008494,"Buy",371.4,100,337.286748483696
11482,60008494,"Sell",549,549,549
11482,60011866,"Buy",322.2,1.02,160.231038633364
11482,60011866,"Sell",649900,649500,649651.42697258
11483,60003760,"Buy",452.7,350.5,422.358261954538
11483,60003760,"Sell",930,613.1,664.560564562006
11483,60004588,"Sell",988,780,955.972506736843
11483,60005686,"Buy",0.01,0.01,0.01
11483,60005686,"Sell",1450,1099,1247.85454188225
11483,60008494,"Buy",599.9,540,598.904879795489
11483,60008494,"Sell",1512,718.7,759.50047575656
11483,60011866,"Buy",508.6,500,507.857548456276
11483,60011866,"Sell",1500000,1252,266248.650809178
11484,60003760,"Buy",423.3,336,418.833619204087
11484,60003760,"Sell",542100,552.6,636.404548787642
11484,60004588,"Sell",665.1,654.3,654.309930136447
11484,60005686,"Buy",0.04,0.03,0.0356022408963585
11484,60005686,"Sell",929.8,899.6,920.346912230845
11484,60006526,"Sell",1000,1000,1000
11484,60008494,"Buy",150.8,100,139.321573300546
11484,60008494,"Sell",1121,420.2,551.858529626701
11484,60011866,"Buy",302.1,300,301.585103248034
11484,60011866,"Sell",1102,664.9,749.067795689943
11486,60003760,"Buy",670.6,406.1,661.226032214776
11486,60003760,"Sell",1600,814,904.078467413349
11486,60004588,"Sell",745.1,740.3,740.302591040667
11486,60005686,"Buy",710.1,710.1,710.1
11486,60005686,"Sell",1098,908.4,939.778802972592
11486,60008494,"Buy",255.1,210,254.636068063032
11486,60008494,"Sell",1401,255.2,998.080689709909
11486,60011866,"Buy",551.3,452.9,544.905745615123
11486,60011866,"Sell",800,716.7,720.991448931116
11530,60001096,"Buy",400,100,106.661745078004
11530,60003760,"Buy",24390,31.57,9544.58711934508
11530,60003760,"Sell",239200,30850,36869.11455
11530,60004588,"Buy",19790,19790,19790
11530,60005686,"Buy",160.1,160.1,160.1
11530,60005686,"Sell",94380000,94400,62951466.6666667
11530,60008494,"Buy",27500,8181,16730.755719817
11530,60008494,"Sell",99900,31890,50096.1841752162
11530,60011866,"Buy",31820,4176,22590.1265474553
11530,60011866,"Sell",55000,49720,49973.8264394668
11531,60001096,"Buy",50,50,50
11531,60003760,"Buy",29020,477.8,7898.35887359026
11531,60003760,"Sell",35940,31940,32628.2334934976
11531,60004588,"Buy",44.3,44.3,44.3
11531,60004588,"Sell",44000,44000,44000
11531,60005686,"Buy",120,120,120
11531,60005686,"Sell",48600,43000,47737.5348837209
11531,60008494,"Buy",31510,3400,7628.95740268028
11531,60008494,"Sell",69000,58890,59523.0838672102
11531,60011866,"Buy",29140,20110,25735.0343179311
11531,60011866,"Sell",42550,39220,40671.9159355234
11535,60001096,"Buy",50,50,50
11535,60003760,"Buy",18990,37.64,6976.84001120553
11535,60003760,"Sell",139900,20190,36074.7116935327
11535,60004588,"Buy",3818,3818,3818
11535,60008494,"Buy",21030,25.2,3802.83548082967
11535,60008494,"Sell",32190,25730,26624.5123848271
11535,60011866,"Buy",20040,19000,19878.5312578458
11535,60011866,"Sell",37180,29000,31370.9166350274
11539,60001096,"Buy",1301,1301,1301
11539,60003760,"Buy",40580,1655,15608.3730716974
11539,60003760,"Sell",55450,43940,48792.5768192441
11539,60004588,"Buy",45000,45000,45000
11539,60005686,"Buy",0.01,0.01,0.01
11539,60008494,"Buy",46990,6.32,4425.8793468927
11539,60008494,"Sell",78510,56970,63832.6060258443
11539,60011866,"Buy",42530,41100,42010.6969891469
11539,60011866,"Sell",72880,67740,68515.0287060209
11540,60001096,"Buy",61.05,61.05,61.05
11540,60003760,"Buy",40170,3.89,7616.43879939881
11540,60003760,"Sell",66840,43970,47526.001741231
11540,60004588,"Buy",48000,48000,48000
11540,60005686,"Buy",42000,10000,30779.2207792208
11540,60005686,"Sell",65000,64990,64999.8390925877
11540,60008494,"Buy",46330,5.36,21544.227293414
11540,60008494,"Sell",61310,57280,57754.7548050164
11540,60011866,"Buy",46010,43000,45438.5255474453
11540,60011866,"Sell",79980,55870,62831.3165028804
11541,60001096,"Buy",55.34,55.34,55.34
11541,60003760,"Buy",35170,59.8,13253.6153506258
11541,60003760,"Sell",60000,43810,55870.3345748265
11541,60004588,"Buy",12300,12300,12300
11541,60004588,"Sell",60000,57950,59873.3061979648
11541,60008494,"Buy",39660,42.97,11654.9432174458
11541,60008494,"Sell",142500,44630,48759.6277905982
11541,60011866,"Buy",37550,25550,37180.7394706258
11541,60011866,"Sell",69990,53000,63267.4560159263
11542,60001096,"Buy",50,50,50
11542,60003760,"Buy",4505,3459,3856.36501030534
11542,60003760,"Sell",9091,4861,5965.56774124182
11542,60005686,"Buy",1503,1000,1334.99732798931
11542,60005686,"Sell",6100,6100,6100
11542,60008494,"Buy",4400,3800,4102.41935483871
11542,60008494,"Sell",9500,5389,7815.28290456272
11542,60011866,"Buy",5200,5200,5200
11542,60011866,"Sell",29980,7600,16097.587757057
11545,60001096,"Buy",50,50,50
11545,60003760,"Buy",3694,6.32,3197.9375141284
11545,60003760,"Sell",27990,6099,7791.45431982287
11545,60004588,"Buy",82,82,82
11545,60005686,"Buy",2816,2326,2811.01531393568
11545,60005686,"Sell",6000,6000,6000
11545,60008494,"Buy",5500,8.2,101.474018682936
11545,60008494,"Sell",7888,6190,6354.34682632597
11545,60011866,"Buy",7500,5500,5904.10715858546
11545,60011866,"Sell",29970,8534,15174.1659611397
11547,60001096,"Buy",50,50,50
11547,60003760,"Buy",98010,10330,42312.6740004231
11547,60003760,"Sell",255000,104500,127453.500653685
11547,60004588,"Buy",187.5,187.5,187.5
11547,60004588,"Sell",120200,120200,120200
11547,60008494,"Buy",90000,150.6,27337.5087164098
11547,60008494,"Sell",149900,148900,149008.376963351
11547,60011866,"Buy",109600,92610,93641.6074298982
11547,60011866,"Sell",255000,134900,216128.877133926
11553,60001096,"Buy",50,50,50
